date,spx_tr,tsy_3m,margin_rate,cpi
1951-04-10,2.257590884,0.03,0.034,25.8000
1951-04-11,2.256548093,0.03,0.034,25.8000
1951-04-12,2.276360725,0.03,0.034,25.8000
1951-04-13,2.303472695,0.03,0.034,25.8000
1951-04-16,2.298258939,0.03,0.034,25.8000
1951-04-17,2.303472695,0.03,0.034,25.8000
1951-04-18,2.30764366,0.03,0.034,25.8000
1951-04-19,2.298258939,0.03,0.034,25.8000
1951-04-20,2.298258939,0.03,0.034,25.8000
1951-04-23,2.299301531,0.03,0.034,25.8000
1951-04-24,2.28991661,0.03,0.034,25.8000
1951-04-25,2.290959401,0.03,0.034,25.8000
1951-04-26,2.310772033,0.03,0.034,25.8000
1951-04-27,2.334755631,0.03,0.034,25.8000
1951-04-30,2.338926795,0.03,0.034,25.8000
1951-05-01,2.3624284,0.03,0.034,25.9000
1951-05-02,2.371865547,0.03,0.034,25.9000
1951-05-03,2.391788234,0.03,0.034,25.9000
1951-05-04,2.387594058,0.03,0.034,25.9000
1951-05-07,2.372913941,0.03,0.034,25.9000
1951-05-08,2.370816953,0.03,0.034,25.9000
1951-05-09,2.373962535,0.03,0.034,25.9000
1951-05-10,2.360331212,0.03,0.034,25.9000
1951-05-11,2.341456919,0.03,0.034,25.9000
1951-05-14,2.325728409,0.03,0.034,25.9000
1951-05-15,2.281688458,0.03,0.034,25.9000
1951-05-16,2.2743485,0.03,0.034,25.9000
1951-05-17,2.297416969,0.03,0.034,25.9000
1951-05-18,2.255474207,0.03,0.034,25.9000
1951-05-21,2.250231237,0.03,0.034,25.9000
1951-05-22,2.239745696,0.03,0.034,25.9000
1951-05-23,2.218774215,0.03,0.034,25.9000
1951-05-24,2.207239881,0.03,0.034,25.9000
1951-05-25,2.205142892,0.03,0.034,25.9000
1951-05-28,2.224016985,0.03,0.034,25.9000
